S No.,Year,State,Industry,Count,Last Update
1,2022,Andaman and Nicobar Islands,Agriculture,1,2/10/2022 4:00
2,2022,Andaman and Nicobar Islands,AR VR (Augmented + Virtual Reality),1,2/10/2022 4:00
3,2022,Andaman and Nicobar Islands,Construction,1,2/10/2022 4:00
4,2022,Andaman and Nicobar Islands,Internet of Things,1,2/10/2022 4:00
5,2022,Andaman and Nicobar Islands,Marketing,1,2/10/2022 4:00
6,2022,Andaman and Nicobar Islands,Other Specialty Retailers,1,2/10/2022 4:00
7,2022,Andaman and Nicobar Islands,Transportation & Storage,1,2/10/2022 4:00
8,2022,Andaman and Nicobar Islands,Travel & Tourism,2,2/10/2022 4:00
9,2022,Andhra Pradesh,Advertising,2,2/10/2022 4:00
10,2022,Andhra Pradesh,Aeronautics Aerospace & Defence,5,2/10/2022 4:00
11,2022,Andhra Pradesh,Agriculture,21,2/10/2022 4:00
12,2022,Andhra Pradesh,AI,3,2/10/2022 4:00
13,2022,Andhra Pradesh,Analytics,1,2/10/2022 4:00
14,2022,Andhra Pradesh,Automotive,12,2/10/2022 4:00
15,2022,Andhra Pradesh,Biotechnology,2,2/10/2022 4:00
16,2022,Andhra Pradesh,Construction,18,2/10/2022 4:00
17,2022,Andhra Pradesh,Education,20,2/10/2022 4:00
18,2022,Andhra Pradesh,Enterprise Software,3,2/10/2022 4:00
19,2022,Andhra Pradesh,Fashion,2,2/10/2022 4:00
20,2022,Andhra Pradesh,Finance Technology,8,2/10/2022 4:00
21,2022,Andhra Pradesh,Food & Beverages,16,2/10/2022 4:00
22,2022,Andhra Pradesh,Green Technology,9,2/10/2022 4:00
23,2022,Andhra Pradesh,Healthcare & Lifesciences,12,2/10/2022 4:00
24,2022,Andhra Pradesh,Human Resources,5,2/10/2022 4:00
25,2022,Andhra Pradesh,Indic Language Startups,1,2/10/2022 4:00
26,2022,Andhra Pradesh,Internet of Things,3,2/10/2022 4:00
27,2022,Andhra Pradesh,IT Services,40,2/10/2022 4:00
28,2022,Andhra Pradesh,Logistics,3,2/10/2022 4:00
29,2022,Andhra Pradesh,Marketing,2,2/10/2022 4:00
30,2022,Andhra Pradesh,Media & Entertainment,1,2/10/2022 4:00
31,2022,Andhra Pradesh,Non- Renewable Energy,8,2/10/2022 4:00
32,2022,Andhra Pradesh,Other Specialty Retailers,1,2/10/2022 4:00
33,2022,Andhra Pradesh,Others,6,2/10/2022 4:00
34,2022,Andhra Pradesh,Professional & Commercial Services,16,2/10/2022 4:00
35,2022,Andhra Pradesh,Real Estate,3,2/10/2022 4:00
36,2022,Andhra Pradesh,Renewable Energy,6,2/10/2022 4:00
37,2022,Andhra Pradesh,Retail,4,2/10/2022 4:00
38,2022,Andhra Pradesh,Robotics,2,2/10/2022 4:00
39,2022,Andhra Pradesh,Social Network,2,2/10/2022 4:00
40,2022,Andhra Pradesh,Sports,1,2/10/2022 4:00
41,2022,Andhra Pradesh,Technology Hardware,6,2/10/2022 4:00
42,2022,Andhra Pradesh,Telecommunication & Networking,1,2/10/2022 4:00
43,2022,Andhra Pradesh,Toys and Games,1,2/10/2022 4:00
44,2022,Andhra Pradesh,Transportation & Storage,6,2/10/2022 4:00
45,2022,Andhra Pradesh,Travel & Tourism,3,2/10/2022 4:00
46,2022,Andhra Pradesh,Waste Management,3,2/10/2022 4:00
47,2022,Arunachal Pradesh,Construction,2,2/10/2022 4:00
48,2022,Arunachal Pradesh,IT Services,1,2/10/2022 4:00
49,2022,Arunachal Pradesh,Professional & Commercial Services,1,2/10/2022 4:00
50,2022,Arunachal Pradesh,Social Impact,1,2/10/2022 4:00
51,2022,Assam,Advertising,1,2/10/2022 4:00
52,2022,Assam,Aeronautics Aerospace & Defence,1,2/10/2022 4:00
53,2022,Assam,Agriculture,18,2/10/2022 4:00
54,2022,Assam,Analytics,2,2/10/2022 4:00
55,2022,Assam,Architecture Interior Design,1,2/10/2022 4:00
56,2022,Assam,Automotive,5,2/10/2022 4:00
57,2022,Assam,Biotechnology,1,2/10/2022 4:00
58,2022,Assam,Chemicals,4,2/10/2022 4:00
59,2022,Assam,Construction,27,2/10/2022 4:00
60,2022,Assam,Design,1,2/10/2022 4:00
61,2022,Assam,Education,16,2/10/2022 4:00
62,2022,Assam,Enterprise Software,1,2/10/2022 4:00
63,2022,Assam,Finance Technology,5,2/10/2022 4:00
64,2022,Assam,Food & Beverages,11,2/10/2022 4:00
65,2022,Assam,Green Technology,4,2/10/2022 4:00
66,2022,Assam,Healthcare & Lifesciences,17,2/10/2022 4:00
67,2022,Assam,Indic Language Startups,1,2/10/2022 4:00
68,2022,Assam,IT Services,6,2/10/2022 4:00
69,2022,Assam,Logistics,1,2/10/2022 4:00
70,2022,Assam,Marketing,3,2/10/2022 4:00
71,2022,Assam,Media & Entertainment,2,2/10/2022 4:00
72,2022,Assam,Non- Renewable Energy,11,2/10/2022 4:00
73,2022,Assam,Other Specialty Retailers,1,2/10/2022 4:00
74,2022,Assam,Others,9,2/10/2022 4:00
75,2022,Assam,Pets & Animals,2,2/10/2022 4:00
76,2022,Assam,Professional & Commercial Services,10,2/10/2022 4:00
77,2022,Assam,Real Estate,2,2/10/2022 4:00
78,2022,Assam,Renewable Energy,2,2/10/2022 4:00
79,2022,Assam,Retail,8,2/10/2022 4:00
80,2022,Assam,Robotics,1,2/10/2022 4:00
81,2022,Assam,Security Solutions,1,2/10/2022 4:00
82,2022,Assam,Social Impact,2,2/10/2022 4:00
83,2022,Assam,Social Network,1,2/10/2022 4:00
84,2022,Assam,Technology Hardware,2,2/10/2022 4:00
85,2022,Assam,Telecommunication & Networking,3,2/10/2022 4:00
86,2022,Assam,Textiles & Apparel,1,2/10/2022 4:00
87,2022,Assam,Toys and Games,1,2/10/2022 4:00
88,2022,Assam,Transportation & Storage,1,2/10/2022 4:00
89,2022,Assam,Travel & Tourism,4,2/10/2022 4:00
90,2022,Assam,Waste Management,2,2/10/2022 4:00
91,2022,Bihar,Advertising,2,2/10/2022 4:00
92,2022,Bihar,Aeronautics Aerospace & Defence,4,2/10/2022 4:00
93,2022,Bihar,Agriculture,22,2/10/2022 4:00
94,2022,Bihar,AI,3,2/10/2022 4:00
95,2022,Bihar,Animation,1,2/10/2022 4:00
96,2022,Bihar,AR VR (Augmented + Virtual Reality),1,2/10/2022 4:00
97,2022,Bihar,Art & Photography,3,2/10/2022 4:00
98,2022,Bihar,Automotive,8,2/10/2022 4:00
99,2022,Bihar,Biotechnology,1,2/10/2022 4:00
100,2022,Bihar,Chemicals,2,2/10/2022 4:00
101,2022,Bihar,Construction,62,2/10/2022 4:00
102,2022,Bihar,Education,23,2/10/2022 4:00
103,2022,Bihar,Enterprise Software,1,2/10/2022 4:00
104,2022,Bihar,Events,2,2/10/2022 4:00
105,2022,Bihar,Fashion,4,2/10/2022 4:00
106,2022,Bihar,Finance Technology,9,2/10/2022 4:00
107,2022,Bihar,Food & Beverages,22,2/10/2022 4:00
108,2022,Bihar,Green Technology,6,2/10/2022 4:00
109,2022,Bihar,Healthcare & Lifesciences,31,2/10/2022 4:00
110,2022,Bihar,House-Hold Services,3,2/10/2022 4:00
111,2022,Bihar,Human Resources,12,2/10/2022 4:00
112,2022,Bihar,Internet of Things,3,2/10/2022 4:00
113,2022,Bihar,IT Services,25,2/10/2022 4:00
114,2022,Bihar,Marketing,3,2/10/2022 4:00
115,2022,Bihar,Media & Entertainment,5,2/10/2022 4:00
116,2022,Bihar,Non- Renewable Energy,8,2/10/2022 4:00
117,2022,Bihar,Other Specialty Retailers,2,2/10/2022 4:00
118,2022,Bihar,Others,11,2/10/2022 4:00
119,2022,Bihar,Pets & Animals,1,2/10/2022 4:00
120,2022,Bihar,Professional & Commercial Services,29,2/10/2022 4:00
121,2022,Bihar,Real Estate,6,2/10/2022 4:00
122,2022,Bihar,Renewable Energy,10,2/10/2022 4:00
123,2022,Bihar,Retail,6,2/10/2022 4:00
124,2022,Bihar,Safety,1,2/10/2022 4:00
125,2022,Bihar,Security Solutions,7,2/10/2022 4:00
126,2022,Bihar,Social Impact,3,2/10/2022 4:00
127,2022,Bihar,Social Network,3,2/10/2022 4:00
128,2022,Bihar,Technology Hardware,6,2/10/2022 4:00
129,2022,Bihar,Telecommunication & Networking,5,2/10/2022 4:00
130,2022,Bihar,Textiles & Apparel,6,2/10/2022 4:00
131,2022,Bihar,Transportation & Storage,5,2/10/2022 4:00
132,2022,Bihar,Travel & Tourism,3,2/10/2022 4:00
133,2022,Bihar,Waste Management,2,2/10/2022 4:00
134,2022,Chandigarh,Aeronautics Aerospace & Defence,1,2/10/2022 4:00
135,2022,Chandigarh,AI,1,2/10/2022 4:00
136,2022,Chandigarh,Architecture Interior Design,1,2/10/2022 4:00
137,2022,Chandigarh,Automotive,1,2/10/2022 4:00
138,2022,Chandigarh,Chemicals,1,2/10/2022 4:00
139,2022,Chandigarh,Construction,2,2/10/2022 4:00
140,2022,Chandigarh,Design,1,2/10/2022 4:00
141,2022,Chandigarh,Education,8,2/10/2022 4:00
142,2022,Chandigarh,Enterprise Software,3,2/10/2022 4:00
143,2022,Chandigarh,Fashion,4,2/10/2022 4:00
144,2022,Chandigarh,Finance Technology,1,2/10/2022 4:00
145,2022,Chandigarh,Green Technology,2,2/10/2022 4:00
146,2022,Chandigarh,Healthcare & Lifesciences,6,2/10/2022 4:00
147,2022,Chandigarh,Human Resources,1,2/10/2022 4:00
148,2022,Chandigarh,IT Services,5,2/10/2022 4:00
149,2022,Chandigarh,Logistics,1,2/10/2022 4:00
150,2022,Chandigarh,Marketing,1,2/10/2022 4:00
151,2022,Chandigarh,Media & Entertainment,1,2/10/2022 4:00
152,2022,Chandigarh,Non- Renewable Energy,1,2/10/2022 4:00
153,2022,Chandigarh,Others,2,2/10/2022 4:00
154,2022,Chandigarh,Professional & Commercial Services,5,2/10/2022 4:00
155,2022,Chandigarh,Real Estate,1,2/10/2022 4:00
156,2022,Chandigarh,Renewable Energy,2,2/10/2022 4:00
157,2022,Chandigarh,Retail,1,2/10/2022 4:00
158,2022,Chandigarh,Security Solutions,1,2/10/2022 4:00
159,2022,Chandigarh,Sports,2,2/10/2022 4:00
160,2022,Chandigarh,Telecommunication & Networking,1,2/10/2022 4:00
161,2022,Chandigarh,Textiles & Apparel,2,2/10/2022 4:00
162,2022,Chandigarh,Travel & Tourism,2,2/10/2022 4:00
163,2022,Chandigarh,Waste Management,1,2/10/2022 4:00
164,2022,Chhattisgarh,Aeronautics Aerospace & Defence,1,2/10/2022 4:00
165,2022,Chhattisgarh,Agriculture,23,2/10/2022 4:00
166,2022,Chhattisgarh,AI,3,2/10/2022 4:00
167,2022,Chhattisgarh,AR VR (Augmented + Virtual Reality),1,2/10/2022 4:00
168,2022,Chhattisgarh,Automotive,2,2/10/2022 4:00
169,2022,Chhattisgarh,Chemicals,1,2/10/2022 4:00
170,2022,Chhattisgarh,Construction,12,2/10/2022 4:00
171,2022,Chhattisgarh,Design,2,2/10/2022 4:00
172,2022,Chhattisgarh,Education,9,2/10/2022 4:00
173,2022,Chhattisgarh,Enterprise Software,1,2/10/2022 4:00
174,2022,Chhattisgarh,Events,2,2/10/2022 4:00
175,2022,Chhattisgarh,Fashion,2,2/10/2022 4:00
176,2022,Chhattisgarh,Finance Technology,4,2/10/2022 4:00
177,2022,Chhattisgarh,Food & Beverages,14,2/10/2022 4:00
178,2022,Chhattisgarh,Green Technology,3,2/10/2022 4:00
179,2022,Chhattisgarh,Healthcare & Lifesciences,18,2/10/2022 4:00
180,2022,Chhattisgarh,House-Hold Services,1,2/10/2022 4:00
181,2022,Chhattisgarh,Human Resources,4,2/10/2022 4:00
182,2022,Chhattisgarh,IT Services,17,2/10/2022 4:00
183,2022,Chhattisgarh,Logistics,3,2/10/2022 4:00
184,2022,Chhattisgarh,Marketing,3,2/10/2022 4:00
185,2022,Chhattisgarh,Media & Entertainment,4,2/10/2022 4:00
186,2022,Chhattisgarh,Non- Renewable Energy,2,2/10/2022 4:00
187,2022,Chhattisgarh,Others,10,2/10/2022 4:00
188,2022,Chhattisgarh,Professional & Commercial Services,8,2/10/2022 4:00
189,2022,Chhattisgarh,Real Estate,2,2/10/2022 4:00
190,2022,Chhattisgarh,Renewable Energy,6,2/10/2022 4:00
191,2022,Chhattisgarh,Retail,2,2/10/2022 4:00
192,2022,Chhattisgarh,Safety,1,2/10/2022 4:00
193,2022,Chhattisgarh,Security Solutions,1,2/10/2022 4:00
194,2022,Chhattisgarh,Social Impact,1,2/10/2022 4:00
195,2022,Chhattisgarh,Social Network,1,2/10/2022 4:00
196,2022,Chhattisgarh,Sports,1,2/10/2022 4:00
197,2022,Chhattisgarh,Technology Hardware,4,2/10/2022 4:00
198,2022,Chhattisgarh,Telecommunication & Networking,3,2/10/2022 4:00
199,2022,Chhattisgarh,Textiles & Apparel,1,2/10/2022 4:00
200,2022,Chhattisgarh,Transportation & Storage,2,2/10/2022 4:00
201,2022,Chhattisgarh,Travel & Tourism,1,2/10/2022 4:00
202,2022,Chhattisgarh,Waste Management,2,2/10/2022 4:00
203,2022,Dadra and Nagar Haveli and Daman and Diu,Biotechnology,1,2/10/2022 4:00
204,2022,Dadra and Nagar Haveli and Daman and Diu,Construction,1,2/10/2022 4:00
205,2022,Dadra and Nagar Haveli and Daman and Diu,Food & Beverages,3,2/10/2022 4:00
206,2022,Dadra and Nagar Haveli and Daman and Diu,Green Technology,1,2/10/2022 4:00
207,2022,Dadra and Nagar Haveli and Daman and Diu,Other Specialty Retailers,1,2/10/2022 4:00
208,2022,Dadra and Nagar Haveli and Daman and Diu,Others,2,2/10/2022 4:00
209,2022,Dadra and Nagar Haveli and Daman and Diu,Professional & Commercial Services,1,2/10/2022 4:00
210,2022,Dadra and Nagar Haveli and Daman and Diu,Technology Hardware,1,2/10/2022 4:00
211,2022,Dadra and Nagar Haveli and Daman and Diu,Textiles & Apparel,1,2/10/2022 4:00
212,2022,Delhi,Advertising,10,2/10/2022 4:00
213,2022,Delhi,Aeronautics Aerospace & Defence,33,2/10/2022 4:00
214,2022,Delhi,Agriculture,46,2/10/2022 4:00
215,2022,Delhi,AI,14,2/10/2022 4:00
216,2022,Delhi,Airport Operations,1,2/10/2022 4:00
217,2022,Delhi,Analytics,7,2/10/2022 4:00
218,2022,Delhi,AR VR (Augmented + Virtual Reality),8,2/10/2022 4:00
219,2022,Delhi,Architecture Interior Design,14,2/10/2022 4:00
220,2022,Delhi,Art & Photography,8,2/10/2022 4:00
221,2022,Delhi,Automotive,53,2/10/2022 4:00
222,2022,Delhi,Biotechnology,9,2/10/2022 4:00
223,2022,Delhi,Chemicals,18,2/10/2022 4:00
224,2022,Delhi,Computer Vision,2,2/10/2022 4:00
225,2022,Delhi,Construction,74,2/10/2022 4:00
226,2022,Delhi,Dating Matrimonial,4,2/10/2022 4:00
227,2022,Delhi,Design,7,2/10/2022 4:00
228,2022,Delhi,Education,125,2/10/2022 4:00
229,2022,Delhi,Enterprise Software,15,2/10/2022 4:00
230,2022,Delhi,Events,8,2/10/2022 4:00
231,2022,Delhi,Fashion,40,2/10/2022 4:00
232,2022,Delhi,Finance Technology,77,2/10/2022 4:00
233,2022,Delhi,Food & Beverages,93,2/10/2022 4:00
234,2022,Delhi,Green Technology,29,2/10/2022 4:00
235,2022,Delhi,Healthcare & Lifesciences,233,2/10/2022 4:00
236,2022,Delhi,House-Hold Services,16,2/10/2022 4:00
237,2022,Delhi,Human Resources,76,2/10/2022 4:00
238,2022,Delhi,Indic Language Startups,8,2/10/2022 4:00
239,2022,Delhi,Internet of Things,12,2/10/2022 4:00
240,2022,Delhi,IT Services,166,2/10/2022 4:00
241,2022,Delhi,Logistics,14,2/10/2022 4:00
242,2022,Delhi,Marketing,35,2/10/2022 4:00
243,2022,Delhi,Media & Entertainment,29,2/10/2022 4:00
244,2022,Delhi,Nanotechnology,5,2/10/2022 4:00
245,2022,Delhi,Non- Renewable Energy,11,2/10/2022 4:00
246,2022,Delhi,Other Specialty Retailers,18,2/10/2022 4:00
247,2022,Delhi,Others,125,2/10/2022 4:00
248,2022,Delhi,Pets & Animals,8,2/10/2022 4:00
249,2022,Delhi,Professional & Commercial Services,125,2/10/2022 4:00
250,2022,Delhi,Real Estate,17,2/10/2022 4:00
251,2022,Delhi,Renewable Energy,29,2/10/2022 4:00
252,2022,Delhi,Retail,55,2/10/2022 4:00
253,2022,Delhi,Robotics,5,2/10/2022 4:00
254,2022,Delhi,Safety,8,2/10/2022 4:00
255,2022,Delhi,Security Solutions,47,2/10/2022 4:00
256,2022,Delhi,Social Impact,7,2/10/2022 4:00
257,2022,Delhi,Social Network,9,2/10/2022 4:00
258,2022,Delhi,Sports,7,2/10/2022 4:00
259,2022,Delhi,Technology Hardware,54,2/10/2022 4:00
260,2022,Delhi,Telecommunication & Networking,21,2/10/2022 4:00
261,2022,Delhi,Textiles & Apparel,44,2/10/2022 4:00
262,2022,Delhi,Toys and Games,11,2/10/2022 4:00
263,2022,Delhi,Transportation & Storage,25,2/10/2022 4:00
264,2022,Delhi,Travel & Tourism,28,2/10/2022 4:00
265,2022,Delhi,Waste Management,24,2/10/2022 4:00
266,2022,Goa,Agriculture,2,2/10/2022 4:00
267,2022,Goa,Art & Photography,1,2/10/2022 4:00
268,2022,Goa,Construction,2,2/10/2022 4:00
269,2022,Goa,Design,2,2/10/2022 4:00
270,2022,Goa,Education,6,2/10/2022 4:00
271,2022,Goa,Enterprise Software,1,2/10/2022 4:00
272,2022,Goa,Fashion,2,2/10/2022 4:00
273,2022,Goa,Finance Technology,4,2/10/2022 4:00
274,2022,Goa,Food & Beverages,5,2/10/2022 4:00
275,2022,Goa,Green Technology,2,2/10/2022 4:00
276,2022,Goa,Healthcare & Lifesciences,7,2/10/2022 4:00
277,2022,Goa,Human Resources,2,2/10/2022 4:00
278,2022,Goa,Internet of Things,2,2/10/2022 4:00
279,2022,Goa,IT Services,5,2/10/2022 4:00
280,2022,Goa,Logistics,1,2/10/2022 4:00
281,2022,Goa,Marketing,1,2/10/2022 4:00
282,2022,Goa,Media & Entertainment,1,2/10/2022 4:00
283,2022,Goa,Non- Renewable Energy,2,2/10/2022 4:00
284,2022,Goa,Others,3,2/10/2022 4:00
285,2022,Goa,Professional & Commercial Services,7,2/10/2022 4:00
286,2022,Goa,Retail,3,2/10/2022 4:00
287,2022,Goa,Robotics,1,2/10/2022 4:00
288,2022,Goa,Sports,1,2/10/2022 4:00
289,2022,Goa,Technology Hardware,2,2/10/2022 4:00
290,2022,Goa,Transportation & Storage,2,2/10/2022 4:00
291,2022,Goa,Travel & Tourism,9,2/10/2022 4:00
292,2022,Goa,Waste Management,2,2/10/2022 4:00
293,2022,Gujarat,Advertising,7,2/10/2022 4:00
294,2022,Gujarat,Aeronautics Aerospace & Defence,11,2/10/2022 4:00
295,2022,Gujarat,Agriculture,117,2/10/2022 4:00
296,2022,Gujarat,AI,10,2/10/2022 4:00
297,2022,Gujarat,Analytics,7,2/10/2022 4:00
298,2022,Gujarat,Animation,1,2/10/2022 4:00
299,2022,Gujarat,AR VR (Augmented + Virtual Reality),7,2/10/2022 4:00
300,2022,Gujarat,Architecture Interior Design,10,2/10/2022 4:00
301,2022,Gujarat,Art & Photography,4,2/10/2022 4:00
302,2022,Gujarat,Automotive,49,2/10/2022 4:00
303,2022,Gujarat,Biotechnology,6,2/10/2022 4:00
304,2022,Gujarat,Chemicals,45,2/10/2022 4:00
305,2022,Gujarat,Computer Vision,3,2/10/2022 4:00
306,2022,Gujarat,Construction,71,2/10/2022 4:00
307,2022,Gujarat,Dating Matrimonial,1,2/10/2022 4:00
308,2022,Gujarat,Education,51,2/10/2022 4:00
309,2022,Gujarat,Enterprise Software,25,2/10/2022 4:00
310,2022,Gujarat,Events,3,2/10/2022 4:00
311,2022,Gujarat,Fashion,32,2/10/2022 4:00
312,2022,Gujarat,Finance Technology,43,2/10/2022 4:00
313,2022,Gujarat,Food & Beverages,75,2/10/2022 4:00
314,2022,Gujarat,Green Technology,33,2/10/2022 4:00
315,2022,Gujarat,Healthcare & Lifesciences,176,2/10/2022 4:00
316,2022,Gujarat,House-Hold Services,14,2/10/2022 4:00
317,2022,Gujarat,Human Resources,16,2/10/2022 4:00
318,2022,Gujarat,Indic Language Startups,7,2/10/2022 4:00
319,2022,Gujarat,Internet of Things,7,2/10/2022 4:00
320,2022,Gujarat,IT Services,152,2/10/2022 4:00
321,2022,Gujarat,Logistics,13,2/10/2022 4:00
322,2022,Gujarat,Marketing,16,2/10/2022 4:00
323,2022,Gujarat,Media & Entertainment,18,2/10/2022 4:00
324,2022,Gujarat,Nanotechnology,2,2/10/2022 4:00
325,2022,Gujarat,Non- Renewable Energy,11,2/10/2022 4:00
326,2022,Gujarat,Other Specialty Retailers,15,2/10/2022 4:00
327,2022,Gujarat,Others,70,2/10/2022 4:00
328,2022,Gujarat,Pets & Animals,2,2/10/2022 4:00
329,2022,Gujarat,Professional & Commercial Services,101,2/10/2022 4:00
330,2022,Gujarat,Real Estate,7,2/10/2022 4:00
331,2022,Gujarat,Renewable Energy,78,2/10/2022 4:00
332,2022,Gujarat,Retail,26,2/10/2022 4:00
333,2022,Gujarat,Robotics,4,2/10/2022 4:00
334,2022,Gujarat,Safety,4,2/10/2022 4:00
335,2022,Gujarat,Security Solutions,15,2/10/2022 4:00
336,2022,Gujarat,Social Impact,6,2/10/2022 4:00
337,2022,Gujarat,Social Network,7,2/10/2022 4:00
338,2022,Gujarat,Sports,6,2/10/2022 4:00
339,2022,Gujarat,Technology Hardware,80,2/10/2022 4:00
340,2022,Gujarat,Telecommunication & Networking,12,2/10/2022 4:00
341,2022,Gujarat,Textiles & Apparel,36,2/10/2022 4:00
342,2022,Gujarat,Toys and Games,9,2/10/2022 4:00
343,2022,Gujarat,Transportation & Storage,21,2/10/2022 4:00
344,2022,Gujarat,Travel & Tourism,22,2/10/2022 4:00
345,2022,Gujarat,Waste Management,19,2/10/2022 4:00
346,2022,Haryana,Advertising,8,2/10/2022 4:00
347,2022,Haryana,Aeronautics Aerospace & Defence,5,2/10/2022 4:00
348,2022,Haryana,Agriculture,48,2/10/2022 4:00
349,2022,Haryana,AI,9,2/10/2022 4:00
350,2022,Haryana,Airport Operations,1,2/10/2022 4:00
351,2022,Haryana,Analytics,6,2/10/2022 4:00
352,2022,Haryana,Animation,1,2/10/2022 4:00
353,2022,Haryana,AR VR (Augmented + Virtual Reality),1,2/10/2022 4:00
354,2022,Haryana,Architecture Interior Design,5,2/10/2022 4:00
355,2022,Haryana,Art & Photography,7,2/10/2022 4:00
356,2022,Haryana,Automotive,42,2/10/2022 4:00
357,2022,Haryana,Biotechnology,1,2/10/2022 4:00
358,2022,Haryana,Chemicals,3,2/10/2022 4:00
359,2022,Haryana,Computer Vision,1,2/10/2022 4:00
360,2022,Haryana,Construction,47,2/10/2022 4:00
361,2022,Haryana,Dating Matrimonial,1,2/10/2022 4:00
362,2022,Haryana,Design,7,2/10/2022 4:00
363,2022,Haryana,Education,51,2/10/2022 4:00
364,2022,Haryana,Enterprise Software,14,2/10/2022 4:00
365,2022,Haryana,Events,3,2/10/2022 4:00
366,2022,Haryana,Fashion,22,2/10/2022 4:00
367,2022,Haryana,Finance Technology,33,2/10/2022 4:00
368,2022,Haryana,Food & Beverages,53,2/10/2022 4:00
369,2022,Haryana,Green Technology,23,2/10/2022 4:00
370,2022,Haryana,Healthcare & Lifesciences,81,2/10/2022 4:00
371,2022,Haryana,House-Hold Services,3,2/10/2022 4:00
372,2022,Haryana,Human Resources,34,2/10/2022 4:00
373,2022,Haryana,Indic Language Startups,3,2/10/2022 4:00
374,2022,Haryana,Internet of Things,4,2/10/2022 4:00
375,2022,Haryana,IT Services,93,2/10/2022 4:00
376,2022,Haryana,Logistics,5,2/10/2022 4:00
377,2022,Haryana,Marketing,22,2/10/2022 4:00
378,2022,Haryana,Media & Entertainment,9,2/10/2022 4:00
379,2022,Haryana,Nanotechnology,1,2/10/2022 4:00
380,2022,Haryana,Non- Renewable Energy,17,2/10/2022 4:00
381,2022,Haryana,Other Specialty Retailers,6,2/10/2022 4:00
382,2022,Haryana,Others,54,2/10/2022 4:00
383,2022,Haryana,Pets & Animals,7,2/10/2022 4:00
384,2022,Haryana,Professional & Commercial Services,42,2/10/2022 4:00
385,2022,Haryana,Real Estate,10,2/10/2022 4:00
386,2022,Haryana,Renewable Energy,19,2/10/2022 4:00
387,2022,Haryana,Retail,31,2/10/2022 4:00
388,2022,Haryana,Robotics,3,2/10/2022 4:00
389,2022,Haryana,Safety,8,2/10/2022 4:00
390,2022,Haryana,Security Solutions,9,2/10/2022 4:00
391,2022,Haryana,Social Impact,6,2/10/2022 4:00
392,2022,Haryana,Social Network,8,2/10/2022 4:00
393,2022,Haryana,Sports,5,2/10/2022 4:00
394,2022,Haryana,Technology Hardware,30,2/10/2022 4:00
395,2022,Haryana,Telecommunication & Networking,10,2/10/2022 4:00
396,2022,Haryana,Textiles & Apparel,21,2/10/2022 4:00
397,2022,Haryana,Toys and Games,5,2/10/2022 4:00
398,2022,Haryana,Transportation & Storage,12,2/10/2022 4:00
399,2022,Haryana,Travel & Tourism,15,2/10/2022 4:00
400,2022,Haryana,Waste Management,11,2/10/2022 4:00
401,2022,Himachal Pradesh,Advertising,1,2/10/2022 4:00
402,2022,Himachal Pradesh,Agriculture,9,2/10/2022 4:00
403,2022,Himachal Pradesh,AI,2,2/10/2022 4:00
404,2022,Himachal Pradesh,Construction,6,2/10/2022 4:00
405,2022,Himachal Pradesh,Dating Matrimonial,1,2/10/2022 4:00
406,2022,Himachal Pradesh,Education,7,2/10/2022 4:00
407,2022,Himachal Pradesh,Fashion,2,2/10/2022 4:00
408,2022,Himachal Pradesh,Finance Technology,1,2/10/2022 4:00
409,2022,Himachal Pradesh,Food & Beverages,5,2/10/2022 4:00
410,2022,Himachal Pradesh,Green Technology,2,2/10/2022 4:00
411,2022,Himachal Pradesh,Healthcare & Lifesciences,13,2/10/2022 4:00
412,2022,Himachal Pradesh,Human Resources,1,2/10/2022 4:00
413,2022,Himachal Pradesh,Internet of Things,1,2/10/2022 4:00
414,2022,Himachal Pradesh,IT Services,10,2/10/2022 4:00
415,2022,Himachal Pradesh,Marketing,4,2/10/2022 4:00
416,2022,Himachal Pradesh,Media & Entertainment,1,2/10/2022 4:00
417,2022,Himachal Pradesh,Nanotechnology,1,2/10/2022 4:00
418,2022,Himachal Pradesh,Others,4,2/10/2022 4:00
419,2022,Himachal Pradesh,Professional & Commercial Services,3,2/10/2022 4:00
420,2022,Himachal Pradesh,Real Estate,1,2/10/2022 4:00
421,2022,Himachal Pradesh,Security Solutions,2,2/10/2022 4:00
422,2022,Himachal Pradesh,Social Impact,1,2/10/2022 4:00
423,2022,Himachal Pradesh,Technology Hardware,1,2/10/2022 4:00
424,2022,Himachal Pradesh,Textiles & Apparel,1,2/10/2022 4:00
425,2022,Himachal Pradesh,Travel & Tourism,3,2/10/2022 4:00
426,2022,Jammu and Kashmir,Agriculture,9,2/10/2022 4:00
427,2022,Jammu and Kashmir,AR VR (Augmented + Virtual Reality),1,2/10/2022 4:00
428,2022,Jammu and Kashmir,Architecture Interior Design,1,2/10/2022 4:00
429,2022,Jammu and Kashmir,Automotive,3,2/10/2022 4:00
430,2022,Jammu and Kashmir,Biotechnology,1,2/10/2022 4:00
431,2022,Jammu and Kashmir,Construction,37,2/10/2022 4:00
432,2022,Jammu and Kashmir,Design,1,2/10/2022 4:00
433,2022,Jammu and Kashmir,Education,4,2/10/2022 4:00
434,2022,Jammu and Kashmir,Enterprise Software,1,2/10/2022 4:00
435,2022,Jammu and Kashmir,Events,1,2/10/2022 4:00
436,2022,Jammu and Kashmir,Food & Beverages,4,2/10/2022 4:00
