S No.,Year,State,Industry,Count
1,2022,Andaman and Nicobar Islands,Agriculture,1
2,2022,Andaman and Nicobar Islands,AR VR (Augmented + Virtual Reality),1
3,2022,Andaman and Nicobar Islands,Construction,1
4,2022,Andaman and Nicobar Islands,Internet of Things,1
5,2022,Andaman and Nicobar Islands,Marketing,1
6,2022,Andaman and Nicobar Islands,Other Specialty Retailers,1
7,2022,Andaman and Nicobar Islands,Transportation & Storage,1
8,2022,Andaman and Nicobar Islands,Travel & Tourism,2
9,2022,Andhra Pradesh,Advertising,2
10,2022,Andhra Pradesh,Aeronautics Aerospace & Defence,5
11,2022,Andhra Pradesh,Agriculture,21
12,2022,Andhra Pradesh,AI,3
13,2022,Andhra Pradesh,Analytics,1
14,2022,Andhra Pradesh,Automotive,12
15,2022,Andhra Pradesh,Biotechnology,2
16,2022,Andhra Pradesh,Construction,18
17,2022,Andhra Pradesh,Education,20
18,2022,Andhra Pradesh,Enterprise Software,3
19,2022,Andhra Pradesh,Fashion,2
20,2022,Andhra Pradesh,Finance Technology,8
21,2022,Andhra Pradesh,Food & Beverages,16
22,2022,Andhra Pradesh,Green Technology,9
23,2022,Andhra Pradesh,Healthcare & Lifesciences,12
24,2022,Andhra Pradesh,Human Resources,5
25,2022,Andhra Pradesh,Indic Language Startups,1
26,2022,Andhra Pradesh,Internet of Things,3
27,2022,Andhra Pradesh,IT Services,40
28,2022,Andhra Pradesh,Logistics,3
29,2022,Andhra Pradesh,Marketing,2
30,2022,Andhra Pradesh,Media & Entertainment,1
31,2022,Andhra Pradesh,Non- Renewable Energy,8
32,2022,Andhra Pradesh,Other Specialty Retailers,1
33,2022,Andhra Pradesh,Others,6
34,2022,Andhra Pradesh,Professional & Commercial Services,16
35,2022,Andhra Pradesh,Real Estate,3
36,2022,Andhra Pradesh,Renewable Energy,6
37,2022,Andhra Pradesh,Retail,4
38,2022,Andhra Pradesh,Robotics,2
39,2022,Andhra Pradesh,Social Network,2
40,2022,Andhra Pradesh,Sports,1
41,2022,Andhra Pradesh,Technology Hardware,6
42,2022,Andhra Pradesh,Telecommunication & Networking,1
43,2022,Andhra Pradesh,Toys and Games,1
44,2022,Andhra Pradesh,Transportation & Storage,6
45,2022,Andhra Pradesh,Travel & Tourism,3
46,2022,Andhra Pradesh,Waste Management,3
47,2022,Arunachal Pradesh,Construction,2
48,2022,Arunachal Pradesh,IT Services,1
49,2022,Arunachal Pradesh,Professional & Commercial Services,1
50,2022,Arunachal Pradesh,Social Impact,1
51,2022,Assam,Advertising,1
52,2022,Assam,Aeronautics Aerospace & Defence,1
53,2022,Assam,Agriculture,18
54,2022,Assam,Analytics,2
55,2022,Assam,Architecture Interior Design,1
56,2022,Assam,Automotive,5
57,2022,Assam,Biotechnology,1
58,2022,Assam,Chemicals,4
59,2022,Assam,Construction,27
60,2022,Assam,Design,1
61,2022,Assam,Education,16
62,2022,Assam,Enterprise Software,1
63,2022,Assam,Finance Technology,5
64,2022,Assam,Food & Beverages,11
65,2022,Assam,Green Technology,4
66,2022,Assam,Healthcare & Lifesciences,17
67,2022,Assam,Indic Language Startups,1
68,2022,Assam,IT Services,6
69,2022,Assam,Logistics,1
70,2022,Assam,Marketing,3
71,2022,Assam,Media & Entertainment,2
72,2022,Assam,Non- Renewable Energy,11
73,2022,Assam,Other Specialty Retailers,1
74,2022,Assam,Others,9
75,2022,Assam,Pets & Animals,2
76,2022,Assam,Professional & Commercial Services,10
77,2022,Assam,Real Estate,2
78,2022,Assam,Renewable Energy,2
79,2022,Assam,Retail,8
80,2022,Assam,Robotics,1
81,2022,Assam,Security Solutions,1
82,2022,Assam,Social Impact,2
83,2022,Assam,Social Network,1
84,2022,Assam,Technology Hardware,2
85,2022,Assam,Telecommunication & Networking,3
86,2022,Assam,Textiles & Apparel,1
87,2022,Assam,Toys and Games,1
88,2022,Assam,Transportation & Storage,1
89,2022,Assam,Travel & Tourism,4
90,2022,Assam,Waste Management,2
91,2022,Bihar,Advertising,2
92,2022,Bihar,Aeronautics Aerospace & Defence,4
93,2022,Bihar,Agriculture,22
94,2022,Bihar,AI,3
95,2022,Bihar,Animation,1
96,2022,Bihar,AR VR (Augmented + Virtual Reality),1
97,2022,Bihar,Art & Photography,3
98,2022,Bihar,Automotive,8
99,2022,Bihar,Biotechnology,1
100,2022,Bihar,Chemicals,2
101,2022,Bihar,Construction,62
102,2022,Bihar,Education,23
103,2022,Bihar,Enterprise Software,1
104,2022,Bihar,Events,2
105,2022,Bihar,Fashion,4
106,2022,Bihar,Finance Technology,9
107,2022,Bihar,Food & Beverages,22
108,2022,Bihar,Green Technology,6
109,2022,Bihar,Healthcare & Lifesciences,31
110,2022,Bihar,House-Hold Services,3
111,2022,Bihar,Human Resources,12
112,2022,Bihar,Internet of Things,3
113,2022,Bihar,IT Services,25
114,2022,Bihar,Marketing,3
115,2022,Bihar,Media & Entertainment,5
116,2022,Bihar,Non- Renewable Energy,8
117,2022,Bihar,Other Specialty Retailers,2
118,2022,Bihar,Others,11
119,2022,Bihar,Pets & Animals,1
120,2022,Bihar,Professional & Commercial Services,29
121,2022,Bihar,Real Estate,6
122,2022,Bihar,Renewable Energy,10
123,2022,Bihar,Retail,6
124,2022,Bihar,Safety,1
125,2022,Bihar,Security Solutions,7
126,2022,Bihar,Social Impact,3
127,2022,Bihar,Social Network,3
128,2022,Bihar,Technology Hardware,6
129,2022,Bihar,Telecommunication & Networking,5
130,2022,Bihar,Textiles & Apparel,6
131,2022,Bihar,Transportation & Storage,5
132,2022,Bihar,Travel & Tourism,3
133,2022,Bihar,Waste Management,2
134,2022,Chandigarh,Aeronautics Aerospace & Defence,1
135,2022,Chandigarh,AI,1
136,2022,Chandigarh,Architecture Interior Design,1
137,2022,Chandigarh,Automotive,1
138,2022,Chandigarh,Chemicals,1
139,2022,Chandigarh,Construction,2
140,2022,Chandigarh,Design,1
141,2022,Chandigarh,Education,8
142,2022,Chandigarh,Enterprise Software,3
143,2022,Chandigarh,Fashion,4
144,2022,Chandigarh,Finance Technology,1
145,2022,Chandigarh,Green Technology,2
146,2022,Chandigarh,Healthcare & Lifesciences,6
147,2022,Chandigarh,Human Resources,1
148,2022,Chandigarh,IT Services,5
149,2022,Chandigarh,Logistics,1
150,2022,Chandigarh,Marketing,1
151,2022,Chandigarh,Media & Entertainment,1
152,2022,Chandigarh,Non- Renewable Energy,1
153,2022,Chandigarh,Others,2
154,2022,Chandigarh,Professional & Commercial Services,5
155,2022,Chandigarh,Real Estate,1
156,2022,Chandigarh,Renewable Energy,2
157,2022,Chandigarh,Retail,1
158,2022,Chandigarh,Security Solutions,1
159,2022,Chandigarh,Sports,2
160,2022,Chandigarh,Telecommunication & Networking,1
161,2022,Chandigarh,Textiles & Apparel,2
162,2022,Chandigarh,Travel & Tourism,2
163,2022,Chandigarh,Waste Management,1
164,2022,Chhattisgarh,Aeronautics Aerospace & Defence,1
165,2022,Chhattisgarh,Agriculture,23
166,2022,Chhattisgarh,AI,3
167,2022,Chhattisgarh,AR VR (Augmented + Virtual Reality),1
168,2022,Chhattisgarh,Automotive,2
169,2022,Chhattisgarh,Chemicals,1
170,2022,Chhattisgarh,Construction,12
171,2022,Chhattisgarh,Design,2
172,2022,Chhattisgarh,Education,9
173,2022,Chhattisgarh,Enterprise Software,1
174,2022,Chhattisgarh,Events,2
175,2022,Chhattisgarh,Fashion,2
176,2022,Chhattisgarh,Finance Technology,4
177,2022,Chhattisgarh,Food & Beverages,14
178,2022,Chhattisgarh,Green Technology,3
179,2022,Chhattisgarh,Healthcare & Lifesciences,18
180,2022,Chhattisgarh,House-Hold Services,1
181,2022,Chhattisgarh,Human Resources,4
182,2022,Chhattisgarh,IT Services,17
183,2022,Chhattisgarh,Logistics,3
184,2022,Chhattisgarh,Marketing,3
185,2022,Chhattisgarh,Media & Entertainment,4
186,2022,Chhattisgarh,Non- Renewable Energy,2
187,2022,Chhattisgarh,Others,10
188,2022,Chhattisgarh,Professional & Commercial Services,8
189,2022,Chhattisgarh,Real Estate,2
190,2022,Chhattisgarh,Renewable Energy,6
191,2022,Chhattisgarh,Retail,2
192,2022,Chhattisgarh,Safety,1
193,2022,Chhattisgarh,Security Solutions,1
194,2022,Chhattisgarh,Social Impact,1
195,2022,Chhattisgarh,Social Network,1
196,2022,Chhattisgarh,Sports,1
197,2022,Chhattisgarh,Technology Hardware,4
198,2022,Chhattisgarh,Telecommunication & Networking,3
199,2022,Chhattisgarh,Textiles & Apparel,1
200,2022,Chhattisgarh,Transportation & Storage,2
201,2022,Chhattisgarh,Travel & Tourism,1
202,2022,Chhattisgarh,Waste Management,2
203,2022,Dadra and Nagar Haveli and Daman and Diu,Biotechnology,1
204,2022,Dadra and Nagar Haveli and Daman and Diu,Construction,1
205,2022,Dadra and Nagar Haveli and Daman and Diu,Food & Beverages,3
206,2022,Dadra and Nagar Haveli and Daman and Diu,Green Technology,1
207,2022,Dadra and Nagar Haveli and Daman and Diu,Other Specialty Retailers,1
208,2022,Dadra and Nagar Haveli and Daman and Diu,Others,2
209,2022,Dadra and Nagar Haveli and Daman and Diu,Professional & Commercial Services,1
210,2022,Dadra and Nagar Haveli and Daman and Diu,Technology Hardware,1
211,2022,Dadra and Nagar Haveli and Daman and Diu,Textiles & Apparel,1
212,2022,Delhi,Advertising,10
213,2022,Delhi,Aeronautics Aerospace & Defence,33
214,2022,Delhi,Agriculture,46
215,2022,Delhi,AI,14
216,2022,Delhi,Airport Operations,1
217,2022,Delhi,Analytics,7
218,2022,Delhi,AR VR (Augmented + Virtual Reality),8
219,2022,Delhi,Architecture Interior Design,14
220,2022,Delhi,Art & Photography,8
221,2022,Delhi,Automotive,53
222,2022,Delhi,Biotechnology,9
223,2022,Delhi,Chemicals,18
224,2022,Delhi,Computer Vision,2
225,2022,Delhi,Construction,74
226,2022,Delhi,Dating Matrimonial,4
227,2022,Delhi,Design,7
228,2022,Delhi,Education,125
229,2022,Delhi,Enterprise Software,15
230,2022,Delhi,Events,8
231,2022,Delhi,Fashion,40
232,2022,Delhi,Finance Technology,77
233,2022,Delhi,Food & Beverages,93
234,2022,Delhi,Green Technology,29
235,2022,Delhi,Healthcare & Lifesciences,233
236,2022,Delhi,House-Hold Services,16
237,2022,Delhi,Human Resources,76
238,2022,Delhi,Indic Language Startups,8
239,2022,Delhi,Internet of Things,12
240,2022,Delhi,IT Services,166
241,2022,Delhi,Logistics,14
242,2022,Delhi,Marketing,35
243,2022,Delhi,Media & Entertainment,29
244,2022,Delhi,Nanotechnology,5
245,2022,Delhi,Non- Renewable Energy,11
246,2022,Delhi,Other Specialty Retailers,18
247,2022,Delhi,Others,125
248,2022,Delhi,Pets & Animals,8
249,2022,Delhi,Professional & Commercial Services,125
250,2022,Delhi,Real Estate,17
251,2022,Delhi,Renewable Energy,29
252,2022,Delhi,Retail,55
253,2022,Delhi,Robotics,5
254,2022,Delhi,Safety,8
255,2022,Delhi,Security Solutions,47
256,2022,Delhi,Social Impact,7
257,2022,Delhi,Social Network,9
258,2022,Delhi,Sports,7
259,2022,Delhi,Technology Hardware,54
260,2022,Delhi,Telecommunication & Networking,21
261,2022,Delhi,Textiles & Apparel,44
262,2022,Delhi,Toys and Games,11
263,2022,Delhi,Transportation & Storage,25
264,2022,Delhi,Travel & Tourism,28
265,2022,Delhi,Waste Management,24
266,2022,Goa,Agriculture,2
267,2022,Goa,Art & Photography,1
268,2022,Goa,Construction,2
269,2022,Goa,Design,2
270,2022,Goa,Education,6
271,2022,Goa,Enterprise Software,1
272,2022,Goa,Fashion,2
273,2022,Goa,Finance Technology,4
274,2022,Goa,Food & Beverages,5
275,2022,Goa,Green Technology,2
276,2022,Goa,Healthcare & Lifesciences,7
277,2022,Goa,Human Resources,2
278,2022,Goa,Internet of Things,2
279,2022,Goa,IT Services,5
280,2022,Goa,Logistics,1
281,2022,Goa,Marketing,1
282,2022,Goa,Media & Entertainment,1
283,2022,Goa,Non- Renewable Energy,2
284,2022,Goa,Others,3
285,2022,Goa,Professional & Commercial Services,7
286,2022,Goa,Retail,3
287,2022,Goa,Robotics,1
288,2022,Goa,Sports,1
289,2022,Goa,Technology Hardware,2
290,2022,Goa,Transportation & Storage,2
291,2022,Goa,Travel & Tourism,9
292,2022,Goa,Waste Management,2
293,2022,Gujarat,Advertising,7
294,2022,Gujarat,Aeronautics Aerospace & Defence,11
295,2022,Gujarat,Agriculture,117
296,2022,Gujarat,AI,10
297,2022,Gujarat,Analytics,7
298,2022,Gujarat,Animation,1
299,2022,Gujarat,AR VR (Augmented + Virtual Reality),7
300,2022,Gujarat,Architecture Interior Design,10
301,2022,Gujarat,Art & Photography,4
302,2022,Gujarat,Automotive,49
303,2022,Gujarat,Biotechnology,6
304,2022,Gujarat,Chemicals,45
305,2022,Gujarat,Computer Vision,3
306,2022,Gujarat,Construction,71
307,2022,Gujarat,Dating Matrimonial,1
308,2022,Gujarat,Education,51
309,2022,Gujarat,Enterprise Software,25
310,2022,Gujarat,Events,3
311,2022,Gujarat,Fashion,32
312,2022,Gujarat,Finance Technology,43
313,2022,Gujarat,Food & Beverages,75
314,2022,Gujarat,Green Technology,33
315,2022,Gujarat,Healthcare & Lifesciences,176
316,2022,Gujarat,House-Hold Services,14
317,2022,Gujarat,Human Resources,16
318,2022,Gujarat,Indic Language Startups,7
319,2022,Gujarat,Internet of Things,7
320,2022,Gujarat,IT Services,152
321,2022,Gujarat,Logistics,13
322,2022,Gujarat,Marketing,16
323,2022,Gujarat,Media & Entertainment,18
324,2022,Gujarat,Nanotechnology,2
325,2022,Gujarat,Non- Renewable Energy,11
326,2022,Gujarat,Other Specialty Retailers,15
327,2022,Gujarat,Others,70
328,2022,Gujarat,Pets & Animals,2
329,2022,Gujarat,Professional & Commercial Services,101
330,2022,Gujarat,Real Estate,7
331,2022,Gujarat,Renewable Energy,78
332,2022,Gujarat,Retail,26
333,2022,Gujarat,Robotics,4
334,2022,Gujarat,Safety,4
335,2022,Gujarat,Security Solutions,15
336,2022,Gujarat,Social Impact,6
337,2022,Gujarat,Social Network,7
338,2022,Gujarat,Sports,6
339,2022,Gujarat,Technology Hardware,80
340,2022,Gujarat,Telecommunication & Networking,12
341,2022,Gujarat,Textiles & Apparel,36
342,2022,Gujarat,Toys and Games,9
343,2022,Gujarat,Transportation & Storage,21
344,2022,Gujarat,Travel & Tourism,22
345,2022,Gujarat,Waste Management,19
346,2022,Haryana,Advertising,8
347,2022,Haryana,Aeronautics Aerospace & Defence,5
348,2022,Haryana,Agriculture,48
349,2022,Haryana,AI,9
350,2022,Haryana,Airport Operations,1
351,2022,Haryana,Analytics,6
352,2022,Haryana,Animation,1
353,2022,Haryana,AR VR (Augmented + Virtual Reality),1
354,2022,Haryana,Architecture Interior Design,5
355,2022,Haryana,Art & Photography,7
356,2022,Haryana,Automotive,42
357,2022,Haryana,Biotechnology,1
358,2022,Haryana,Chemicals,3
359,2022,Haryana,Computer Vision,1
360,2022,Haryana,Construction,47
361,2022,Haryana,Dating Matrimonial,1
362,2022,Haryana,Design,7
363,2022,Haryana,Education,51
364,2022,Haryana,Enterprise Software,14
365,2022,Haryana,Events,3
366,2022,Haryana,Fashion,22
367,2022,Haryana,Finance Technology,33
368,2022,Haryana,Food & Beverages,53
369,2022,Haryana,Green Technology,23
370,2022,Haryana,Healthcare & Lifesciences,81
371,2022,Haryana,House-Hold Services,3
372,2022,Haryana,Human Resources,34
373,2022,Haryana,Indic Language Startups,3
374,2022,Haryana,Internet of Things,4
375,2022,Haryana,IT Services,93
376,2022,Haryana,Logistics,5
377,2022,Haryana,Marketing,22
378,2022,Haryana,Media & Entertainment,9
379,2022,Haryana,Nanotechnology,1
380,2022,Haryana,Non- Renewable Energy,17
381,2022,Haryana,Other Specialty Retailers,6
382,2022,Haryana,Others,54
383,2022,Haryana,Pets & Animals,7
384,2022,Haryana,Professional & Commercial Services,42
385,2022,Haryana,Real Estate,10
386,2022,Haryana,Renewable Energy,19
387,2022,Haryana,Retail,31
388,2022,Haryana,Robotics,3
389,2022,Haryana,Safety,8
390,2022,Haryana,Security Solutions,9
391,2022,Haryana,Social Impact,6
392,2022,Haryana,Social Network,8
393,2022,Haryana,Sports,5
394,2022,Haryana,Technology Hardware,30
395,2022,Haryana,Telecommunication & Networking,10
396,2022,Haryana,Textiles & Apparel,21
397,2022,Haryana,Toys and Games,5
398,2022,Haryana,Transportation & Storage,12
399,2022,Haryana,Travel & Tourism,15
400,2022,Haryana,Waste Management,11
401,2022,Himachal Pradesh,Advertising,1
402,2022,Himachal Pradesh,Agriculture,9
403,2022,Himachal Pradesh,AI,2
404,2022,Himachal Pradesh,Construction,6
405,2022,Himachal Pradesh,Dating Matrimonial,1
406,2022,Himachal Pradesh,Education,7
407,2022,Himachal Pradesh,Fashion,2
408,2022,Himachal Pradesh,Finance Technology,1
409,2022,Himachal Pradesh,Food & Beverages,5
410,2022,Himachal Pradesh,Green Technology,2
411,2022,Himachal Pradesh,Healthcare & Lifesciences,13
412,2022,Himachal Pradesh,Human Resources,1
413,2022,Himachal Pradesh,Internet of Things,1
414,2022,Himachal Pradesh,IT Services,10
415,2022,Himachal Pradesh,Marketing,4
416,2022,Himachal Pradesh,Media & Entertainment,1
417,2022,Himachal Pradesh,Nanotechnology,1
418,2022,Himachal Pradesh,Others,4
419,2022,Himachal Pradesh,Professional & Commercial Services,3
420,2022,Himachal Pradesh,Real Estate,1
421,2022,Himachal Pradesh,Security Solutions,2
422,2022,Himachal Pradesh,Social Impact,1
423,2022,Himachal Pradesh,Technology Hardware,1
424,2022,Himachal Pradesh,Textiles & Apparel,1
425,2022,Himachal Pradesh,Travel & Tourism,3
426,2022,Jammu and Kashmir,Agriculture,9
427,2022,Jammu and Kashmir,AR VR (Augmented + Virtual Reality),1
428,2022,Jammu and Kashmir,Architecture Interior Design,1
429,2022,Jammu and Kashmir,Automotive,3
430,2022,Jammu and Kashmir,Biotechnology,1
431,2022,Jammu and Kashmir,Construction,37
432,2022,Jammu and Kashmir,Design,1
433,2022,Jammu and Kashmir,Education,4
434,2022,Jammu and Kashmir,Enterprise Software,1
435,2022,Jammu and Kashmir,Events,1
436,2022,Jammu and Kashmir,Food & Beverages,4
437,2022,Jammu and Kashmir,Green Technology,1
438,2022,Jammu and Kashmir,Healthcare & Lifesciences,11
439,2022,Jammu and Kashmir,House-Hold Services,1
440,2022,Jammu and Kashmir,Human Resources,5
441,2022,Jammu and Kashmir,IT Services,10
442,2022,Jammu and Kashmir,Logistics,1
443,2022,Jammu and Kashmir,Marketing,3
444,2022,Jammu and Kashmir,Media & Entertainment,3
445,2022,Jammu and Kashmir,Non- Renewable Energy,4
446,2022,Jammu and Kashmir,Others,5
447,2022,Jammu and Kashmir,Professional & Commercial Services,4
448,2022,Jammu and Kashmir,Renewable Energy,3
449,2022,Jammu and Kashmir,Retail,1
450,2022,Jammu and Kashmir,Safety,2
451,2022,Jammu and Kashmir,Security Solutions,3
452,2022,Jammu and Kashmir,Technology Hardware,2
453,2022,Jammu and Kashmir,Telecommunication & Networking,1
454,2022,Jammu and Kashmir,Textiles & Apparel,1
455,2022,Jammu and Kashmir,Transportation & Storage,3
456,2022,Jammu and Kashmir,Travel & Tourism,1
457,2022,Jammu and Kashmir,Waste Management,2
458,2022,Jharkhand,Advertising,1
459,2022,Jharkhand,Agriculture,16
460,2022,Jharkhand,AI,1
461,2022,Jharkhand,AR VR (Augmented + Virtual Reality),2
462,2022,Jharkhand,Architecture Interior Design,1
463,2022,Jharkhand,Automotive,5
464,2022,Jharkhand,Chemicals,2
465,2022,Jharkhand,Construction,13
466,2022,Jharkhand,Education,15
467,2022,Jharkhand,Enterprise Software,1
468,2022,Jharkhand,Finance Technology,4
469,2022,Jharkhand,Food & Beverages,7
470,2022,Jharkhand,Green Technology,4
471,2022,Jharkhand,Healthcare & Lifesciences,9
472,2022,Jharkhand,House-Hold Services,2
473,2022,Jharkhand,Human Resources,4
474,2022,Jharkhand,Indic Language Startups,1
475,2022,Jharkhand,Internet of Things,1
476,2022,Jharkhand,IT Services,17
477,2022,Jharkhand,Logistics,1
478,2022,Jharkhand,Marketing,1
479,2022,Jharkhand,Media & Entertainment,2
480,2022,Jharkhand,Non- Renewable Energy,6
481,2022,Jharkhand,Other Specialty Retailers,1
482,2022,Jharkhand,Others,7
483,2022,Jharkhand,Professional & Commercial Services,7
484,2022,Jharkhand,Real Estate,1
485,2022,Jharkhand,Renewable Energy,8
486,2022,Jharkhand,Retail,4
487,2022,Jharkhand,Security Solutions,4
488,2022,Jharkhand,Social Impact,4
489,2022,Jharkhand,Social Network,2
490,2022,Jharkhand,Technology Hardware,3
491,2022,Jharkhand,Telecommunication & Networking,2
492,2022,Jharkhand,Textiles & Apparel,3
493,2022,Jharkhand,Transportation & Storage,1
494,2022,Jharkhand,Travel & Tourism,2
495,2022,Jharkhand,Waste Management,1
496,2022,Karnataka,Advertising,12
497,2022,Karnataka,Aeronautics Aerospace & Defence,41
498,2022,Karnataka,Agriculture,94
499,2022,Karnataka,AI,47
500,2022,Karnataka,Airport Operations,1
501,2022,Karnataka,Analytics,8
502,2022,Karnataka,Animation,2
503,2022,Karnataka,AR VR (Augmented + Virtual Reality),8
504,2022,Karnataka,Architecture Interior Design,13
505,2022,Karnataka,Art & Photography,5
506,2022,Karnataka,Automotive,55
507,2022,Karnataka,Biotechnology,21
508,2022,Karnataka,Chemicals,13
509,2022,Karnataka,Computer Vision,1
510,2022,Karnataka,Construction,55
511,2022,Karnataka,Design,7
512,2022,Karnataka,Education,129
513,2022,Karnataka,Enterprise Software,43
514,2022,Karnataka,Events,8
515,2022,Karnataka,Fashion,21
516,2022,Karnataka,Finance Technology,88
517,2022,Karnataka,Food & Beverages,115
518,2022,Karnataka,Green Technology,41
519,2022,Karnataka,Healthcare & Lifesciences,182
520,2022,Karnataka,House-Hold Services,9
521,2022,Karnataka,Human Resources,34
522,2022,Karnataka,Indic Language Startups,3
523,2022,Karnataka,Internet of Things,27
524,2022,Karnataka,IT Services,231
525,2022,Karnataka,Logistics,8
526,2022,Karnataka,Marketing,21
527,2022,Karnataka,Media & Entertainment,28
528,2022,Karnataka,Nanotechnology,8
529,2022,Karnataka,Non- Renewable Energy,14
530,2022,Karnataka,Other Specialty Retailers,12
531,2022,Karnataka,Others,63
532,2022,Karnataka,Pets & Animals,8
533,2022,Karnataka,Professional & Commercial Services,57
534,2022,Karnataka,Real Estate,23
535,2022,Karnataka,Renewable Energy,29
536,2022,Karnataka,Retail,41
537,2022,Karnataka,Robotics,9
538,2022,Karnataka,Safety,5
539,2022,Karnataka,Security Solutions,15
540,2022,Karnataka,Social Impact,9
541,2022,Karnataka,Social Network,18
542,2022,Karnataka,Sports,8
543,2022,Karnataka,Technology Hardware,70
544,2022,Karnataka,Telecommunication & Networking,14
545,2022,Karnataka,Textiles & Apparel,24
546,2022,Karnataka,Toys and Games,9
547,2022,Karnataka,Transportation & Storage,13
548,2022,Karnataka,Travel & Tourism,21
549,2022,Karnataka,Waste Management,18
550,2022,Kerala,Advertising,3
551,2022,Kerala,Aeronautics Aerospace & Defence,6
552,2022,Kerala,Agriculture,44
553,2022,Kerala,AI,12
554,2022,Kerala,Analytics,9
555,2022,Kerala,Animation,1
556,2022,Kerala,AR VR (Augmented + Virtual Reality),2
557,2022,Kerala,Architecture Interior Design,4
558,2022,Kerala,Art & Photography,2
559,2022,Kerala,Automotive,12
560,2022,Kerala,Biotechnology,2
561,2022,Kerala,Chemicals,3
562,2022,Kerala,Computer Vision,1
563,2022,Kerala,Construction,25
564,2022,Kerala,Dating Matrimonial,2
565,2022,Kerala,Design,7
566,2022,Kerala,Education,84
567,2022,Kerala,Enterprise Software,13
568,2022,Kerala,Events,2
569,2022,Kerala,Fashion,11
570,2022,Kerala,Finance Technology,23
571,2022,Kerala,Food & Beverages,47
572,2022,Kerala,Green Technology,12
573,2022,Kerala,Healthcare & Lifesciences,74
574,2022,Kerala,House-Hold Services,8
575,2022,Kerala,Human Resources,6
576,2022,Kerala,Indic Language Startups,1
577,2022,Kerala,Internet of Things,10
578,2022,Kerala,IT Services,123
579,2022,Kerala,Logistics,4
580,2022,Kerala,Marketing,12
581,2022,Kerala,Media & Entertainment,12
582,2022,Kerala,Non- Renewable Energy,12
583,2022,Kerala,Other Specialty Retailers,3
584,2022,Kerala,Others,35
585,2022,Kerala,Pets & Animals,3
586,2022,Kerala,Professional & Commercial Services,28
587,2022,Kerala,Real Estate,8
588,2022,Kerala,Renewable Energy,13
589,2022,Kerala,Retail,19
590,2022,Kerala,Robotics,5
591,2022,Kerala,Safety,3
592,2022,Kerala,Security Solutions,4
593,2022,Kerala,Social Impact,9
594,2022,Kerala,Social Network,5
595,2022,Kerala,Sports,8
596,2022,Kerala,Technology Hardware,20
597,2022,Kerala,Telecommunication & Networking,3
598,2022,Kerala,Textiles & Apparel,5
599,2022,Kerala,Toys and Games,3
600,2022,Kerala,Transportation & Storage,3
601,2022,Kerala,Travel & Tourism,15
602,2022,Kerala,Waste Management,14
603,2022,Ladakh,Human Resources,1
604,2022,Ladakh,Renewable Energy,1
605,2022,Ladakh,Travel & Tourism,1
606,2022,Madhya Pradesh,Advertising,5
607,2022,Madhya Pradesh,Aeronautics Aerospace & Defence,4
608,2022,Madhya Pradesh,Agriculture,42
609,2022,Madhya Pradesh,AI,7
610,2022,Madhya Pradesh,Analytics,2
611,2022,Madhya Pradesh,Animation,1
612,2022,Madhya Pradesh,AR VR (Augmented + Virtual Reality),3
613,2022,Madhya Pradesh,Architecture Interior Design,6
614,2022,Madhya Pradesh,Art & Photography,2
615,2022,Madhya Pradesh,Automotive,22
616,2022,Madhya Pradesh,Biotechnology,1
617,2022,Madhya Pradesh,Chemicals,9
618,2022,Madhya Pradesh,Computer Vision,1
619,2022,Madhya Pradesh,Construction,31
620,2022,Madhya Pradesh,Dating Matrimonial,1
621,2022,Madhya Pradesh,Education,39
622,2022,Madhya Pradesh,Enterprise Software,6
623,2022,Madhya Pradesh,Events,3
624,2022,Madhya Pradesh,Fashion,9
625,2022,Madhya Pradesh,Finance Technology,17
626,2022,Madhya Pradesh,Food & Beverages,36
627,2022,Madhya Pradesh,Green Technology,12
628,2022,Madhya Pradesh,Healthcare & Lifesciences,60
629,2022,Madhya Pradesh,House-Hold Services,4
630,2022,Madhya Pradesh,Human Resources,40
631,2022,Madhya Pradesh,Indic Language Startups,3
632,2022,Madhya Pradesh,Internet of Things,7
633,2022,Madhya Pradesh,IT Services,68
634,2022,Madhya Pradesh,Logistics,7
635,2022,Madhya Pradesh,Marketing,11
636,2022,Madhya Pradesh,Media & Entertainment,4
637,2022,Madhya Pradesh,Non- Renewable Energy,10
638,2022,Madhya Pradesh,Other Specialty Retailers,2
639,2022,Madhya Pradesh,Others,25
640,2022,Madhya Pradesh,Pets & Animals,1
641,2022,Madhya Pradesh,Professional & Commercial Services,34
642,2022,Madhya Pradesh,Real Estate,6
643,2022,Madhya Pradesh,Renewable Energy,25
644,2022,Madhya Pradesh,Retail,12
645,2022,Madhya Pradesh,Robotics,4
646,2022,Madhya Pradesh,Safety,2
647,2022,Madhya Pradesh,Security Solutions,7
648,2022,Madhya Pradesh,Social Impact,2
649,2022,Madhya Pradesh,Technology Hardware,10
650,2022,Madhya Pradesh,Telecommunication & Networking,2
651,2022,Madhya Pradesh,Textiles & Apparel,11
652,2022,Madhya Pradesh,Toys and Games,3
653,2022,Madhya Pradesh,Transportation & Storage,10
654,2022,Madhya Pradesh,Travel & Tourism,9
655,2022,Madhya Pradesh,Waste Management,5
656,2022,Maharashtra,Advertising,21
657,2022,Maharashtra,Aeronautics Aerospace & Defence,34
658,2022,Maharashtra,Agriculture,228
659,2022,Maharashtra,AI,39
660,2022,Maharashtra,Analytics,7
